Code de la commune,code_commune,emploi_actifs,emploi_retraites,socio_pro,pauvrete_ensemble,natalite,mortalite,diplome_bac,diplome_bac5_plus
62215,62215,61.8,7.0,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.8, 'Cadres': 10.9, 'Profession intermédiaire': 24.5, 'Employé': 27.7, 'Ouvrier': 32.0}",20.0,13.0,9.8,17.8,5.6
62250,62250,61.6,6.6,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 6.1, 'Cadres': 11.0, 'Profession intermédiaire': 24.7, 'Employé': 33.4, 'Ouvrier': 24.6}",19.0,11.3,10.1,18.0,4.5
62318,62318,59.5,8.0,"{'Agriculteur': 0.6, 'Artisan, commerçant et chef d’entreprise': 7.0, 'Cadres': 12.8, 'Profession intermédiaire': 23.3, 'Employé': 25.3, 'Ouvrier': 31.0}",20.0,10.7,9.2,17.4,3.6
62413,62413,57.5,6.7,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 5.0, 'Cadres': 12.9, 'Profession intermédiaire': 23.6, 'Employé': 20.6, 'Ouvrier': 37.9}",26.0,12.8,11.6,20.5,3.5
62427,62427,58.3,5.6,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 3.4, 'Cadres': 11.9, 'Profession intermédiaire': 29.3, 'Employé': 31.0, 'Ouvrier': 24.3}",24.0,13.5,10.6,18.3,4.2
62498,62498,50.8,5.6,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 3.6, 'Cadres': 14.0, 'Profession intermédiaire': 32.4, 'Employé': 30.3, 'Ouvrier': 19.6}",32.0,13.3,12.3,17.2,4.5
62510,62510,53.1,6.4,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.1, 'Cadres': 11.8, 'Profession intermédiaire': 27.7, 'Employé': 34.1, 'Ouvrier': 22.2}",28.0,12.2,11.7,18.2,3.3
62516,62516,58.2,6.8,"{'Agriculteur': 0.9, 'Artisan, commerçant et chef d’entreprise': 7.5, 'Cadres': 9.4, 'Profession intermédiaire': 24.4, 'Employé': 32.3, 'Ouvrier': 25.7}",21.0,11.7,11.4,19.3,2.7
62525,62525,48.4,7.1,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 3.6, 'Cadres': 12.0, 'Profession intermédiaire': 25.2, 'Employé': 42.5, 'Ouvrier': 16.3}",23.0,8.6,9.7,14.7,5.1
62548,62548,63.2,7.4,"{'Agriculteur': 1.3, 'Artisan, commerçant et chef d’entreprise': 5.8, 'Cadres': 6.1, 'Profession intermédiaire': 22.8, 'Employé': 33.6, 'Ouvrier': 30.4}",13.0,9.0,7.5,20.5,4.9
62570,62570,53.9,6.1,"{'Agriculteur': 0.5, 'Artisan, commerçant et chef d’entreprise': 7.3, 'Cadres': 9.0, 'Profession intermédiaire': 24.3, 'Employé': 28.1, 'Ouvrier': 30.8}",25.0,11.3,12.1,19.0,2.6
62617,62617,57.7,6.5,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 5.6, 'Cadres': 11.0, 'Profession intermédiaire': 25.7, 'Employé': 33.8, 'Ouvrier': 23.7}",23.0,10.7,12.3,18.9,2.4
62637,62637,60.1,5.7,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 7.6, 'Cadres': 10.5, 'Profession intermédiaire': 25.1, 'Employé': 32.0, 'Ouvrier': 24.6}",24.0,12.8,11.9,20.2,4.6
62643,62643,62.1,7.7,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.6, 'Cadres': 6.8, 'Profession intermédiaire': 20.5, 'Employé': 32.5, 'Ouvrier': 35.5}",18.0,10.1,9.4,18.9,2.6
62758,62758,62.9,7.6,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 3.7, 'Cadres': 11.6, 'Profession intermédiaire': 29.6, 'Employé': 40.2, 'Ouvrier': 14.8}",17.0,10.4,11.0,18.2,6.8
62765,62765,55.8,4.8,"{'Agriculteur': 0.7, 'Artisan, commerçant et chef d’entreprise': 6.8, 'Cadres': 13.4, 'Profession intermédiaire': 27.4, 'Employé': 35.0, 'Ouvrier': 16.7}",29.0,13.5,11.0,16.6,9.8
63014,63014,56.2,5.1,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.4, 'Cadres': 28.2, 'Profession intermédiaire': 25.8, 'Employé': 26.1, 'Ouvrier': 15.4}",12.0,7.1,8.2,14.9,15.6
63032,63032,67.6,7.3,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.2, 'Cadres': 16.3, 'Profession intermédiaire': 29.8, 'Employé': 33.5, 'Ouvrier': 15.2}",11.0,9.4,8.6,17.7,18.2
63075,63075,70.8,5.3,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 6.1, 'Cadres': 22.1, 'Profession intermédiaire': 33.3, 'Employé': 25.0, 'Ouvrier': 13.5}",9.0,7.7,11.7,17.1,23.1
63113,63113,57.3,3.4,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.3, 'Cadres': 24.0, 'Profession intermédiaire': 30.3, 'Employé': 25.8, 'Ouvrier': 15.5}",25.0,11.8,7.7,17.8,16.9
63124,63124,67.8,7.0,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 6.4, 'Cadres': 16.8, 'Profession intermédiaire': 27.0, 'Employé': 24.7, 'Ouvrier': 24.9}",11.0,9.3,8.2,19.7,9.6
63164,63164,66.8,6.8,"{'Agriculteur': 0.5, 'Artisan, commerçant et chef d’entreprise': 6.3, 'Cadres': 12.2, 'Profession intermédiaire': 24.6, 'Employé': 20.1, 'Ouvrier': 36.2}",13.0,11.8,8.6,18.7,4.7
63178,63178,67.4,6.7,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 5.1, 'Cadres': 12.2, 'Profession intermédiaire': 25.0, 'Employé': 26.7, 'Ouvrier': 30.6}",15.0,9.1,11.8,20.6,7.6
63284,63284,73.6,5.5,"{'Agriculteur': 0.6, 'Artisan, commerçant et chef d’entreprise': 7.8, 'Cadres': 14.6, 'Profession intermédiaire': 25.0, 'Employé': 27.4, 'Ouvrier': 24.6}",9.0,10.7,9.1,19.5,8.5
63300,63300,64.4,5.8,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 5.9, 'Cadres': 19.4, 'Profession intermédiaire': 29.5, 'Employé': 26.7, 'Ouvrier': 18.3}",14.0,10.2,9.8,16.9,11.7
63430,63430,59.7,7.4,"{'Agriculteur': 0.6, 'Artisan, commerçant et chef d’entreprise': 6.2, 'Cadres': 12.5, 'Profession intermédiaire': 24.2, 'Employé': 28.3, 'Ouvrier': 28.3}",24.0,9.4,12.7,16.3,7.4
64024,64024,66.3,7.5,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 8.6, 'Cadres': 16.0, 'Profession intermédiaire': 29.7, 'Employé': 28.3, 'Ouvrier': 17.3}",10.0,7.8,11.2,17.9,15.1
64102,64102,67.7,4.8,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 7.2, 'Cadres': 17.7, 'Profession intermédiaire': 29.8, 'Employé': 29.6, 'Ouvrier': 15.5}",17.0,10.1,9.7,19.4,13.9
64122,64122,65.6,7.0,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 12.7, 'Cadres': 17.9, 'Profession intermédiaire': 27.8, 'Employé': 30.1, 'Ouvrier': 11.4}",13.0,6.1,15.8,18.8,19.3
64129,64129,66.4,6.0,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 8.5, 'Cadres': 14.8, 'Profession intermédiaire': 31.2, 'Employé': 31.1, 'Ouvrier': 14.1}",17.0,11.0,12.0,19.5,10.5
64260,64260,64.9,6.2,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 8.2, 'Cadres': 13.7, 'Profession intermédiaire': 26.4, 'Employé': 30.9, 'Ouvrier': 20.4}",18.0,6.6,8.8,20.3,10.2
64348,64348,71.3,6.1,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 6.8, 'Cadres': 12.1, 'Profession intermédiaire': 28.1, 'Employé': 23.3, 'Ouvrier': 29.4}",11.0,9.9,8.3,19.1,13.5
64422,64422,62.9,8.9,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 6.8, 'Cadres': 13.6, 'Profession intermédiaire': 27.5, 'Employé': 29.6, 'Ouvrier': 22.1}",18.0,6.7,17.3,18.7,6.7
64430,64430,63.3,6.3,"{'Agriculteur': 0.8, 'Artisan, commerçant et chef d’entreprise': 7.1, 'Cadres': 13.7, 'Profession intermédiaire': 29.2, 'Employé': 31.4, 'Ouvrier': 17.8}",14.0,6.8,14.0,17.7,6.9
64445,64445,58.4,4.0,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.6, 'Cadres': 22.5, 'Profession intermédiaire': 30.8, 'Employé': 28.6, 'Ouvrier': 12.2}",22.0,10.0,10.9,18.1,15.6
64483,64483,64.6,7.2,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 11.0, 'Cadres': 16.4, 'Profession intermédiaire': 24.1, 'Employé': 32.6, 'Ouvrier': 15.5}",12.0,6.1,14.7,17.7,11.2
64545,64545,70.6,8.3,"{'Agriculteur': 1.4, 'Artisan, commerçant et chef d’entreprise': 13.3, 'Cadres': 12.6, 'Profession intermédiaire': 22.5, 'Employé': 27.1, 'Ouvrier': 23.1}",10.0,9.0,7.9,19.0,9.6
65286,65286,53.3,8.0,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 9.0, 'Cadres': 10.9, 'Profession intermédiaire': 25.8, 'Employé': 34.6, 'Ouvrier': 19.4}",23.0,8.1,18.6,16.2,5.1
65440,65440,52.3,5.1,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 6.0, 'Cadres': 15.8, 'Profession intermédiaire': 28.5, 'Employé': 34.6, 'Ouvrier': 14.8}",26.0,11.1,12.9,19.0,8.0
66008,66008,55.5,11.5,"{'Agriculteur': 0.9, 'Artisan, commerçant et chef d’entreprise': 12.6, 'Cadres': 11.9, 'Profession intermédiaire': 27.0, 'Employé': 29.7, 'Ouvrier': 17.9}",17.0,7.5,16.8,19.1,6.3
66028,66028,64.3,6.3,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 8.8, 'Cadres': 15.5, 'Profession intermédiaire': 32.0, 'Employé': 30.9, 'Ouvrier': 12.7}",14.0,6.3,11.3,19.3,10.2
66037,66037,56.5,10.7,"{'Agriculteur': 0.5, 'Artisan, commerçant et chef d’entreprise': 16.6, 'Cadres': 10.8, 'Profession intermédiaire': 21.7, 'Employé': 32.0, 'Ouvrier': 18.5}",18.0,6.1,16.6,19.6,8.0
66136,66136,48.6,5.0,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 7.7, 'Cadres': 15.0, 'Profession intermédiaire': 28.9, 'Employé': 30.1, 'Ouvrier': 18.1}",34.0,12.7,11.3,17.9,10.0
66141,66141,60.9,6.0,"{'Agriculteur': 1.1, 'Artisan, commerçant et chef d’entreprise': 18.2, 'Cadres': 11.6, 'Profession intermédiaire': 22.7, 'Employé': 20.8, 'Ouvrier': 25.6}",22.0,11.6,8.7,20.0,4.6
66171,66171,53.4,12.3,"{'Agriculteur': 1.0, 'Artisan, commerçant et chef d’entreprise': 16.6, 'Cadres': 12.9, 'Profession intermédiaire': 20.6, 'Employé': 34.1, 'Ouvrier': 14.8}",17.0,5.8,17.6,18.4,7.6
66172,66172,64.0,7.6,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 11.3, 'Cadres': 11.8, 'Profession intermédiaire': 31.4, 'Employé': 29.3, 'Ouvrier': 16.0}",14.0,7.6,11.0,18.6,8.9
67043,67043,64.0,5.2,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 5.4, 'Cadres': 20.2, 'Profession intermédiaire': 31.8, 'Employé': 20.3, 'Ouvrier': 22.3}",25.0,14.0,7.7,17.0,10.8
67046,67046,61.1,5.8,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 4.7, 'Cadres': 11.4, 'Profession intermédiaire': 21.9, 'Employé': 30.2, 'Ouvrier': 31.7}",19.0,10.8,14.7,16.8,3.8
67067,67067,72.1,5.4,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 4.5, 'Cadres': 13.0, 'Profession intermédiaire': 29.4, 'Employé': 29.3, 'Ouvrier': 23.4}",7.0,10.0,12.7,17.3,10.7
67130,67130,67.7,6.8,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 4.1, 'Cadres': 14.5, 'Profession intermédiaire': 30.2, 'Employé': 21.0, 'Ouvrier': 30.1}",12.0,10.0,10.1,16.2,7.3
67180,67180,69.8,5.9,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 3.7, 'Cadres': 14.6, 'Profession intermédiaire': 28.4, 'Employé': 29.9, 'Ouvrier': 23.3}",14.0,10.4,8.1,18.6,9.0
67204,67204,66.3,6.4,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 5.2, 'Cadres': 13.3, 'Profession intermédiaire': 33.3, 'Employé': 26.0, 'Ouvrier': 22.2}",16.0,10.4,9.3,18.0,9.2
67218,67218,68.1,4.8,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 3.3, 'Cadres': 29.5, 'Profession intermédiaire': 27.8, 'Employé': 22.9, 'Ouvrier': 16.5}",14.0,10.3,8.3,17.1,15.3
67267,67267,67.2,4.9,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 7.2, 'Cadres': 19.5, 'Profession intermédiaire': 33.4, 'Employé': 23.1, 'Ouvrier': 16.8}",17.0,14.6,7.6,18.0,11.9
67348,67348,72.3,5.9,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 5.0, 'Cadres': 21.5, 'Profession intermédiaire': 23.1, 'Employé': 21.3, 'Ouvrier': 28.7}",11.0,10.1,9.0,17.2,11.5
67365,67365,63.9,6.9,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 8.4, 'Cadres': 15.3, 'Profession intermédiaire': 35.5, 'Employé': 22.1, 'Ouvrier': 18.4}",17.0,12.4,8.2,17.4,12.8
67437,67437,67.3,6.1,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 3.6, 'Cadres': 18.9, 'Profession intermédiaire': 29.3, 'Employé': 24.4, 'Ouvrier': 23.7}",16.0,11.1,12.0,16.4,12.6
67447,67447,63.5,3.8,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 3.6, 'Cadres': 32.8, 'Profession intermédiaire': 28.7, 'Employé': 25.1, 'Ouvrier': 9.7}",25.0,14.6,8.7,14.3,18.0
67462,67462,67.6,6.3,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 4.5, 'Cadres': 16.0, 'Profession intermédiaire': 25.9, 'Employé': 29.5, 'Ouvrier': 23.9}",15.0,11.4,8.5,16.4,9.8
67482,67482,57.8,3.0,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.5, 'Cadres': 25.6, 'Profession intermédiaire': 29.5, 'Employé': 26.0, 'Ouvrier': 14.3}",26.0,13.3,7.5,15.0,23.0
68063,68063,66.2,5.9,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.5, 'Cadres': 14.6, 'Profession intermédiaire': 25.1, 'Employé': 26.3, 'Ouvrier': 29.4}",15.0,9.7,10.7,16.5,6.6
68066,68066,64.3,5.5,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 4.6, 'Cadres': 16.4, 'Profession intermédiaire': 29.9, 'Employé': 29.7, 'Ouvrier': 19.2}",21.0,11.1,9.5,16.3,11.6
68112,68112,63.4,7.4,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 6.7, 'Cadres': 17.3, 'Profession intermédiaire': 28.7, 'Employé': 27.0, 'Ouvrier': 20.3}",18.0,9.9,10.3,15.7,7.3
68154,68154,62.5,5.7,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.0, 'Cadres': 12.7, 'Profession intermédiaire': 30.8, 'Employé': 27.2, 'Ouvrier': 24.1}",20.0,11.6,9.1,18.3,5.3
68166,68166,65.6,7.8,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 7.8, 'Cadres': 8.6, 'Profession intermédiaire': 27.4, 'Employé': 32.9, 'Ouvrier': 23.1}",13.0,11.4,10.0,17.5,5.3
68224,68224,51.6,3.8,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.3, 'Cadres': 17.5, 'Profession intermédiaire': 30.6, 'Employé': 29.0, 'Ouvrier': 17.5}",36.0,15.7,10.1,15.7,8.9
68256,68256,66.9,4.4,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 6.9, 'Cadres': 10.9, 'Profession intermédiaire': 30.1, 'Employé': 26.8, 'Ouvrier': 25.1}",14.0,11.3,12.9,18.6,8.6
68271,68271,68.8,7.2,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 7.6, 'Cadres': 19.5, 'Profession intermédiaire': 25.7, 'Employé': 32.2, 'Ouvrier': 15.1}",12.0,8.7,10.4,16.0,14.1
68278,68278,70.2,6.0,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 8.5, 'Cadres': 13.3, 'Profession intermédiaire': 25.8, 'Employé': 27.2, 'Ouvrier': 25.1}",10.0,10.5,9.0,16.2,9.2
68297,68297,61.6,4.2,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 5.1, 'Cadres': 17.3, 'Profession intermédiaire': 24.2, 'Employé': 32.2, 'Ouvrier': 21.3}",20.0,11.5,7.5,17.3,11.9
68375,68375,67.6,7.2,"{'Agriculteur': 0.7, 'Artisan, commerçant et chef d’entreprise': 8.1, 'Cadres': 11.0, 'Profession intermédiaire': 29.3, 'Employé': 21.0, 'Ouvrier': 30.0}",11.0,9.8,10.0,16.3,4.6
68376,68376,60.5,6.7,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 6.5, 'Cadres': 11.6, 'Profession intermédiaire': 25.6, 'Employé': 33.1, 'Ouvrier': 23.0}",15.0,11.0,8.8,17.0,4.0
69019,69019,71.4,5.1,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 6.9, 'Cadres': 12.2, 'Profession intermédiaire': 24.0, 'Employé': 27.7, 'Ouvrier': 28.8}",13.0,12.3,10.3,20.0,5.7
69027,69027,72.9,5.1,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 8.1, 'Cadres': 19.8, 'Profession intermédiaire': 32.7, 'Employé': 19.7, 'Ouvrier': 19.6}",10.0,11.9,7.3,16.5,17.0
69029,69029,64.4,3.3,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 3.2, 'Cadres': 28.6, 'Profession intermédiaire': 34.0, 'Employé': 25.9, 'Ouvrier': 8.3}",21.0,14.8,6.6,16.1,15.5
69069,69069,72.9,5.3,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 8.1, 'Cadres': 24.8, 'Profession intermédiaire': 27.8, 'Employé': 24.6, 'Ouvrier': 14.7}",8.0,10.7,6.3,16.4,14.1
69081,69081,60.8,3.3,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 3.3, 'Cadres': 39.2, 'Profession intermédiaire': 27.8, 'Employé': 24.2, 'Ouvrier': 5.6}",12.0,9.4,8.5,14.4,27.4
69089,69089,67.5,4.3,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 8.9, 'Cadres': 22.2, 'Profession intermédiaire': 29.8, 'Employé': 30.8, 'Ouvrier': 8.3}",8.0,11.8,9.1,15.6,20.0
69091,69091,57.3,5.4,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.6, 'Cadres': 14.9, 'Profession intermédiaire': 28.1, 'Employé': 32.5, 'Ouvrier': 18.8}",30.0,16.5,10.3,17.0,4.0
69123,69123,66.5,2.5,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 5.2, 'Cadres': 35.2, 'Profession intermédiaire': 28.1, 'Employé': 22.8, 'Ouvrier': 8.6}",16.0,14.3,6.9,13.9,32.1
69149,69149,67.6,4.5,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.7, 'Cadres': 23.6, 'Profession intermédiaire': 32.4, 'Employé': 24.2, 'Ouvrier': 15.0}",16.0,14.7,7.3,17.3,15.9
69199,69199,57.0,2.7,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 6.0, 'Cadres': 17.9, 'Profession intermédiaire': 35.5, 'Employé': 17.7, 'Ouvrier': 22.8}",33.0,19.6,6.5,17.6,5.9
69202,69202,69.6,4.3,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 7.1, 'Cadres': 21.2, 'Profession intermédiaire': 29.0, 'Employé': 33.2, 'Ouvrier': 9.4}",9.0,9.4,9.4,14.9,24.6
69204,69204,67.4,5.2,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 6.2, 'Cadres': 20.3, 'Profession intermédiaire': 28.8, 'Employé': 24.7, 'Ouvrier': 19.9}",10.0,10.4,6.9,16.8,17.4
69243,69243,62.4,5.3,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 6.4, 'Cadres': 17.9, 'Profession intermédiaire': 26.7, 'Employé': 27.5, 'Ouvrier': 21.2}",21.0,12.0,15.6,16.0,4.5
69244,69244,70.4,3.4,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 9.6, 'Cadres': 27.1, 'Profession intermédiaire': 28.6, 'Employé': 26.4, 'Ouvrier': 8.3}",8.0,12.4,6.8,15.9,24.7
69256,69256,54.4,3.1,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 6.0, 'Cadres': 20.4, 'Profession intermédiaire': 28.9, 'Employé': 23.3, 'Ouvrier': 21.2}",33.0,18.9,5.8,17.6,7.4
69259,69259,53.8,3.3,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 5.3, 'Cadres': 20.0, 'Profession intermédiaire': 30.1, 'Employé': 21.2, 'Ouvrier': 23.3}",34.0,19.6,6.5,17.4,6.4
69264,69264,61.5,4.1,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 6.7, 'Cadres': 14.6, 'Profession intermédiaire': 29.7, 'Employé': 29.3, 'Ouvrier': 19.5}",25.0,15.4,8.8,18.9,8.6
69266,69266,63.2,2.7,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.9, 'Cadres': 35.3, 'Profession intermédiaire': 27.2, 'Employé': 21.9, 'Ouvrier': 10.8}",21.0,15.8,6.1,15.7,22.5
69271,69271,71.0,5.3,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 6.4, 'Cadres': 19.2, 'Profession intermédiaire': 29.0, 'Employé': 19.0, 'Ouvrier': 26.3}",8.0,9.9,5.3,18.1,15.9
69273,69273,61.5,5.4,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.6, 'Cadres': 14.7, 'Profession intermédiaire': 27.0, 'Employé': 18.0, 'Ouvrier': 35.5}",8.0,10.5,6.4,15.9,7.5
69275,69275,66.1,4.9,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 8.3, 'Cadres': 17.9, 'Profession intermédiaire': 32.5, 'Employé': 23.3, 'Ouvrier': 17.9}",18.0,15.1,8.3,18.6,8.6
69277,69277,73.3,6.7,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 6.3, 'Cadres': 21.6, 'Profession intermédiaire': 27.8, 'Employé': 16.9, 'Ouvrier': 27.2}",5.0,9.5,7.6,16.1,18.8
69282,69282,68.2,4.0,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.4, 'Cadres': 18.0, 'Profession intermédiaire': 28.6, 'Employé': 23.2, 'Ouvrier': 24.7}",13.0,13.5,6.9,16.9,13.0
69283,69283,69.0,6.3,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 7.7, 'Cadres': 13.1, 'Profession intermédiaire': 26.3, 'Employé': 22.0, 'Ouvrier': 30.7}",9.0,12.2,4.7,18.5,10.6
69286,69286,58.9,4.5,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 7.0, 'Cadres': 19.7, 'Profession intermédiaire': 32.2, 'Employé': 24.0, 'Ouvrier': 17.0}",25.0,15.5,7.1,18.0,9.7
69290,69290,65.7,4.8,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 3.8, 'Cadres': 27.8, 'Profession intermédiaire': 29.5, 'Employé': 20.6, 'Ouvrier': 18.2}",19.0,16.5,6.7,17.9,9.9
70285,70285,63.2,7.8,"{'Agriculteur': 0.6, 'Artisan, commerçant et chef d’entreprise': 6.4, 'Cadres': 13.1, 'Profession intermédiaire': 25.7, 'Employé': 25.4, 'Ouvrier': 28.7}",19.0,9.7,10.3,16.4,5.6
70550,70550,59.4,6.0,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 3.8, 'Cadres': 12.2, 'Profession intermédiaire': 32.0, 'Employé': 28.6, 'Ouvrier': 22.9}",25.0,10.5,13.6,15.9,7.2
71014,71014,59.3,8.8,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 6.5, 'Cadres': 11.8, 'Profession intermédiaire': 28.1, 'Employé': 29.8, 'Ouvrier': 23.4}",22.0,7.9,17.8,16.6,7.4
71076,71076,62.8,5.6,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.1, 'Cadres': 15.8, 'Profession intermédiaire': 30.5, 'Employé': 29.2, 'Ouvrier': 19.3}",23.0,12.1,10.3,18.0,8.5
71153,71153,57.5,7.6,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 5.3, 'Cadres': 17.4, 'Profession intermédiaire': 27.8, 'Employé': 24.3, 'Ouvrier': 25.2}",19.0,8.5,17.7,15.0,6.6
71270,71270,62.1,5.1,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.3, 'Cadres': 16.0, 'Profession intermédiaire': 29.5, 'Employé': 28.1, 'Ouvrier': 21.0}",25.0,13.7,10.9,16.4,8.8
71306,71306,54.3,9.3,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 6.0, 'Cadres': 10.1, 'Profession intermédiaire': 26.1, 'Employé': 37.4, 'Ouvrier': 20.2}",22.0,9.5,15.7,14.7,3.4
72003,72003,55.7,8.3,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 2.7, 'Cadres': 11.5, 'Profession intermédiaire': 27.8, 'Employé': 24.7, 'Ouvrier': 33.2}",26.0,10.5,14.9,13.7,3.9
72154,72154,61.3,8.4,"{'Agriculteur': 0.5, 'Artisan, commerçant et chef d’entreprise': 6.9, 'Cadres': 11.4, 'Profession intermédiaire': 24.1, 'Employé': 29.1, 'Ouvrier': 28.0}",15.0,6.6,12.8,16.0,5.0
